Model,MDO34
Firmware Version,1.19.13

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,4e-08
Horizontal Delay,0
Sample Interval,4e-10
Record Length,1000
Gating,0.1% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,5
Vertical Position,0
,
,
,
Label,
TIME,CH1
-2.000e-07,4.6
-1.996e-07,4.4
-1.992e-07,4.4
-1.988e-07,4.6
-1.984e-07,4.6
-1.980e-07,4.6
-1.976e-07,4.6
-1.972e-07,4.4
-1.968e-07,4.6
-1.964e-07,4.4
-1.960e-07,4.4
-1.956e-07,4.6
-1.952e-07,4.4
-1.948e-07,4.4
-1.944e-07,4.6
-1.940e-07,4.4
-1.936e-07,4.6
-1.932e-07,4.4
-1.928e-07,4.4
-1.924e-07,4.6
-1.920e-07,4.6
-1.916e-07,4.4
-1.912e-07,4.6
-1.908e-07,4.6
-1.904e-07,4.6
-1.900e-07,4.4
-1.896e-07,4.6
-1.892e-07,4.6
-1.888e-07,4.4
-1.884e-07,4.6
-1.880e-07,4.6
-1.876e-07,4.4
-1.872e-07,4.4
-1.868e-07,4.4
-1.864e-07,4.4
-1.860e-07,4.4
-1.856e-07,4.4
-1.852e-07,4.4
-1.848e-07,4.4
-1.844e-07,4.4
-1.840e-07,4.4
-1.836e-07,4.4
-1.832e-07,4.4
-1.828e-07,4.4
-1.824e-07,4.4
-1.820e-07,4.4
-1.816e-07,4.4
-1.812e-07,4.4
-1.808e-07,4.4
-1.804e-07,4.4
-1.800e-07,4.6
-1.796e-07,4.6
-1.792e-07,4.4
-1.788e-07,4.6
-1.784e-07,4.6
-1.780e-07,4.4
-1.776e-07,4.4
-1.772e-07,4.4
-1.768e-07,4.6
-1.764e-07,4.4
-1.760e-07,4.4
-1.756e-07,4.4
-1.752e-07,4.6
-1.748e-07,4.4
-1.744e-07,4.4
-1.740e-07,4.4
-1.736e-07,4.6
-1.732e-07,4.4
-1.728e-07,4.6
-1.724e-07,4.6
-1.720e-07,4.6
-1.716e-07,4.4
-1.712e-07,4.6
-1.708e-07,4.6
-1.704e-07,4.6
-1.700e-07,4.4
-1.696e-07,4.4
-1.692e-07,4.6
-1.688e-07,4.4
-1.684e-07,4.4
-1.680e-07,4.4
-1.676e-07,4.6
-1.672e-07,4.6
-1.668e-07,4.4
-1.664e-07,4.6
-1.660e-07,4.4
-1.656e-07,4.4
-1.652e-07,4.4
-1.648e-07,4.4
-1.644e-07,4.4
-1.640e-07,4.4
-1.636e-07,4.4
-1.632e-07,4.4
-1.628e-07,4.4
-1.624e-07,4.8
-1.620e-07,4.6
-1.616e-07,4.6
-1.612e-07,4.6
-1.608e-07,4.4
-1.604e-07,4.6
-1.600e-07,4.6
-1.596e-07,4.6
-1.592e-07,4.4
-1.588e-07,4.4
-1.584e-07,4.6
-1.580e-07,4.4
-1.576e-07,4.4
-1.572e-07,4.6
-1.568e-07,4.6
-1.564e-07,4.6
-1.560e-07,4.6
-1.556e-07,4.6
-1.552e-07,4.6
-1.548e-07,4.4
-1.544e-07,4.4
-1.540e-07,4.4
-1.536e-07,4.4
-1.532e-07,4.4
-1.528e-07,4.4
-1.524e-07,4.4
-1.520e-07,4.4
-1.516e-07,4.4
-1.512e-07,4.4
-1.508e-07,4.4
-1.504e-07,4.4
-1.500e-07,4.6
-1.496e-07,4.4
-1.492e-07,4.6
-1.488e-07,4.6
-1.484e-07,4.6
-1.480e-07,4.4
-1.476e-07,4.4
-1.472e-07,4.4
-1.468e-07,4.4
-1.464e-07,4.4
-1.460e-07,4.4
-1.456e-07,4.6
-1.452e-07,4.4
-1.448e-07,4.4
-1.444e-07,4.4
-1.440e-07,4.6
-1.436e-07,4.4
-1.432e-07,4.4
