unconvertedTime, unconvertedIntensity
-1025.803615371275,0.07101905559140544
-1022.6605678425065,0.06766654854464772
-1021.4743265315053,0.06309763960584407
-1019.9112187516291,0.052140921011692695
-1018.7331597713144,0.05322892995112555
-1017.1587063185128,0.04742144330707149
-1015.9849001038833,0.04583340502476158
-1014.8033828072422,0.04566732307786551
-1013.2334781963291,0.046180235186814654
-1012.060136989189,0.05062013626180058
-1010.8830112455356,0.05001730684122182
-1009.3098049592398,0.05078933646513212
-1008.1369284833236,0.05094322292206361
-1006.956346977537,0.04233903269876613
-1005.3916070269087,0.03780753006190989
-1004.2152736627907,0.035936334192952765
-1003.0390800472993,0.03649013307865511
-1001.471039237023,0.036363503240205125
-1000.2951716048312,0.037311255878658016
-999.1194436382785,0.03895588319056595
-997.552023564212,0.038967112159766705
-996.3766213874072,0.036381148881592495
-995.1974414847408,0.03737023590422033
-993.6267257116741,0.03002212756210157
-992.4596220892232,0.02369816554084023
-990.8932564211035,0.03858539515486738
-989.7147297458469,0.03601881240257162
-988.1527130742562,0.023880934332685445
-986.9784268634515,0.024571366220042856
-985.8003664469321,0.02308103678249496
-984.2389677108702,0.018983288590619166
-983.0612335108596,0.023295279876370045
-981.8875515824614,0.0298670079532187
-980.3228589925269,0.03325557675601885
-979.1534129625744,0.03712314619053527
-977.5852425769898,0.02793715950782877
-976.4161202692793,0.0267572075251966
-974.852293207163,0.028262312902213278
-973.6756764356464,0.035086724657498895
-972.5031080248326,0.031011767281479932
-970.9398998167701,0.03369039293498213
-969.7676558834291,0.03698453681224642
-968.2048802222035,0.03996045553157212
-967.0368667994496,0.03434918869073224
-965.4706173377721,0.03657426946698099
-964.3029270426296,0.03451558942920567
-963.1275654782979,0.029782326247246402
-961.5658395408298,0.0318148027328641
-960.3947070797527,0.030985628662381096
-959.2237134415537,0.02967990430431982
-957.6665069594087,0.030964620769763418
-956.4958366827675,0.03562432888227316
-955.3214036070261,0.04255820742202347
-953.7609112851493,0.03676883487416494
-952.5946043050025,0.03596027254830051
-951.4206350610336,0.04411418337972501
-949.8607589988992,0.05496360830074693
-948.6910136565976,0.05069250605296921
-947.5214068906129,0.04473899949804255
-945.9660445665868,0.04116767515005807
-944.7928632062543,0.0507831841949532
-943.2340339482074,0.04664303140459149
-942.0689698509298,0.0549183076610026
-940.8962515811115,0.037442000605678816
-939.3419328262065,0.03443037295857798
-938.1734333235939,0.03358197356986252
-936.6156492014081,0.05975168818555501
-935.4435787978043,0.05484698197764641
-933.8862255878444,0.03551240688473015
-932.7183719925558,0.04092699369537911
-931.1614489017198,0.06166979305753465
-929.9939178289467,0.06237173944991826
-928.8265249392176,0.05694942871540985
-927.2741064613946,0.055117754003070764
-926.1031454372112,0.060645670113726714
-924.9401025259623,0.0413884319433954
-923.3844067519233,0.03261788432981683
-922.2139075043528,0.03907401288826978
-921.0474352082789,0.046149148390161536
-919.4923534683509,0.037722790028130275
-918.3262031227997,0.0462840606888731
-917.1640771941649,0.05970303610215109
-915.6096078991353,0.03672221235994025
-914.4400313856952,0.017462506462947433
-913.2744785947508,0.035496077372320245
-911.7206226079074,0.04964462489380812
-910.5592752621023,0.03946838816248862
-909.3902979408615,0.04065520089629469
-907.8370542871625,0.03997652612415023
-906.6722822209975,0.05632484020931167
-905.5076478483676,0.04530816296101617
-903.9511348933702,0.02358618437150416
-902.7907029832637,0.02738752389364776
-901.2384994655406,0.03827835535270335
-900.0745073399952,0.03221117890677873
-898.5227318098979,0.0347759729985086
-897.3629392842813,0.04441606697283483
-895.8038348262003,0.018552746119126655
-894.6404848748051,0.031875468613037
-893.0973193895436,0.037687330682440776
-891.9304126433781,0.04038204330406909
-890.7713963572103,0.05434699732629722
-889.2210862597736,0.03343830691092616
-888.0546388942835,0.024936000853387652
-886.5008822119512,0.019679590792459144
-885.3425050528159,0.012664747729924939
-883.7930497983607,0.023008276393390065
-882.6349913207865,0.04189751271965157
-881.469324280119,0.026605392907327056
-879.9243505693888,0.0472042376265321
-878.7590046113648,0.02678774408456453
-877.5976675723055,0.016997635744118132
-876.0533017124081,0.022949663799625493
-874.8922840435381,0.02783730090840673
-873.7314034030179,0.024208313131293045
-872.1837756622728,0.026142993458157047
-871.0232146602386,0.022123092147719223
-869.4760130161297,0.019939482701717068
-868.3119042778617,0.013935857192361166
-866.7651291627824,0.015601706440555837
-865.6052074979589,0.01721971061309363
-864.0588581274674,0.02049707521755795
-862.9031208193651,0.01863205777051841
-861.7436547190638,0.01956920465172628
-860.1979126425616,0.015151069974191786
-859.0349020018613,0.01363866640657011
-857.4895858510085,0.03395629097595233
-856.3346207154124,0.04591251841275329
-854.7897290997523,0.0152588697311422
-853.627358298587,0.011404214116941544
-852.4728470206779,0.01954157347902302
-850.9247020401472,0.007246527562176252
-849.7666483512581,0.006508926177223941
-848.2227891014034,0.007542913154172091
-847.0650538842256,0.012630930283376019
-845.9113135506465,0.027936001587473423
-844.3642022989202,0.024074444186487944
-843.2069218134916,0.025006902993768353
-841.664093288971,0.028959582570756266
-840.5071309563762,0.02722006773085018
-838.9647265481668,0.026238472998461156
-837.8119374919149,0.02016777196413173
-836.6554289816893,0.017968854771193737
-835.1136295452357,0.014565637780311672
-833.9535851283894,0.018945062936438526
-832.4122099891596,0.030590651097047786
-831.2563374708359,0.023578605895782322
-829.7153858488116,0.028516546882580124
-828.5636825267262,0.03235154614588117
-827.408263189759,0.03332967770609685
-825.8640651192959,0.03200679190368187
-824.7089636213562,0.031554507058614616
-823.5539981057499,0.026493576460964223
-822.0142555715252,0.02626315288816741
-820.8596072546709,0.024622185922692434
-819.7089429891298,0.02665953897737713
-818.1621087725881,0.02657332725307837
-817.0156080062068,0.030891686770875195
-815.4768914745043,0.032014067811034774
-814.3191664648731,0.032490013752830754
-812.7847183913813,0.028936944948359064
-811.6273111887695,0.024477609460538317
-810.4738851295591,0.020491251008896615
-808.9361947811807,0.017587918746204086
-807.7869287597848,0.017123304940171738
-806.2458169379368,0.018935200513880337
-805.0930238780488,0.021387340972803197
-803.5561773550407,0.03176112696143763
-802.4037005994219,0.02559932477910618
-800.8672757286561,0.03183511366376605
-799.7151151471423,0.03226686842707778
-798.559250171765,0.028737769206314583
-797.0272672176145,0.025192320811868146
-795.8755580877454,0.020945299156425675
-794.723984341627,0.024754915289140957
-793.1887632358297,0.025758272947042006
-792.0375052923144,0.031374487869170575
-790.8863826530047,0.02632869137258225
-789.3517628992486,0.02717480734031065
-788.2009558770106,0.02700018846819143
-786.6667568594786,0.033418576009763834
-785.5201000717642,0.038175397927147914
-784.3659089586889,0.03768564117201083
-782.8323106928237,0.042681008831543604
-781.6822696289871,0.043098608752966054
-780.528530860855,0.03901831220048097
-778.9993657879085,0.027908236947953514
-777.8536066759158,0.028199785519638552
-776.3171971331368,0.036935045194401876
-775.1679212632414,0.03983939267765949
-774.018780348292,0.041436244169228115
-772.4868023505284,0.03569905794769749
-771.3379762380247,0.031948498259008015
-770.1931137480311,0.029734873164211167
-768.6579064512237,0.03460972242271734
-767.5095298321545,0.03923418027193829
-766.3612880096728,0.046704185355849095
-764.8305085555959,0.04163079369159884
-763.6825811662047,0.03749479602712224
