Model,MDO34
Firmware Version,1.19.13

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.02
Horizontal Delay,-0.00092
Sample Interval,0.0002
Record Length,1000
Gating,0.1% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,1
Vertical Position,-2.58
,
,
,
Label,
TIME,CH1
-1.009e-01,4.06
-1.007e-01,4.1
-1.005e-01,3.98
-1.003e-01,4.06
-1.001e-01,4.06
-9.992e-02,4.06
-9.972e-02,4.06
-9.952e-02,4.06
-9.932e-02,4.06
-9.912e-02,4.1
-9.892e-02,4.14
-9.872e-02,4.14
-9.852e-02,4.22
-9.832e-02,4.22
-9.812e-02,4.22
-9.792e-02,4.26
-9.772e-02,4.26
-9.752e-02,4.26
-9.732e-02,4.3
-9.712e-02,4.3
-9.692e-02,4.34
-9.672e-02,4.34
-9.652e-02,4.38
-9.632e-02,4.38
-9.612e-02,4.34
-9.592e-02,4.34
-9.572e-02,4.38
-9.552e-02,4.34
-9.532e-02,4.3
-9.512e-02,4.3
-9.492e-02,4.26
-9.472e-02,4.22
-9.452e-02,4.22
-9.432e-02,4.18
-9.412e-02,4.18
-9.392e-02,4.18
-9.372e-02,4.1
-9.352e-02,4.1
-9.332e-02,4.1
-9.312e-02,4.06
-9.292e-02,4.02
-9.272e-02,4.02
-9.252e-02,4.06
-9.232e-02,4.06
-9.212e-02,4.06
-9.192e-02,4.06
-9.172e-02,4.02
-9.152e-02,4.06
-9.132e-02,4.06
-9.112e-02,4.06
-9.092e-02,4.1
-9.072e-02,4.1
-9.052e-02,4.14
-9.032e-02,4.14
-9.012e-02,4.22
-8.992e-02,4.22
-8.972e-02,4.22
-8.952e-02,4.26
-8.932e-02,4.3
-8.912e-02,4.3
-8.892e-02,4.34
-8.872e-02,4.34
-8.852e-02,4.3
-8.832e-02,4.3
-8.812e-02,4.3
-8.792e-02,4.34
-8.772e-02,4.34
-8.752e-02,4.3
-8.732e-02,4.34
-8.712e-02,4.34
-8.692e-02,4.3
-8.672e-02,4.26
-8.652e-02,4.26
-8.632e-02,4.22
-8.612e-02,4.22
-8.592e-02,4.14
-8.572e-02,4.18
-8.552e-02,4.18
-8.532e-02,4.1
-8.512e-02,4.06
-8.492e-02,4.06
-8.472e-02,4.06
-8.452e-02,4.06
-8.432e-02,4.02
-8.412e-02,4.06
-8.392e-02,4.06
-8.372e-02,4.02
-8.352e-02,4.02
-8.332e-02,4.06
-8.312e-02,4.02
-8.292e-02,4.06
-8.272e-02,4.06
-8.252e-02,4.1
-8.232e-02,4.14
-8.212e-02,4.14
-8.192e-02,4.18
-8.172e-02,4.18
-8.152e-02,4.22
-8.132e-02,4.22
-8.112e-02,4.26
-8.092e-02,4.3
-8.072e-02,4.3
-8.052e-02,4.34
-8.032e-02,4.34
-8.012e-02,4.34
-7.992e-02,4.3
-7.972e-02,4.34
-7.952e-02,4.38
-7.932e-02,4.34
-7.912e-02,4.34
-7.892e-02,4.3
-7.872e-02,4.3
-7.852e-02,4.26
-7.832e-02,4.3
-7.812e-02,4.26
-7.792e-02,4.22
-7.772e-02,4.18
-7.752e-02,4.18
-7.732e-02,4.14
-7.712e-02,4.1
-7.692e-02,4.06
-7.672e-02,4.06
-7.652e-02,4.06
-7.632e-02,4.06
-7.612e-02,4.06
-7.592e-02,4.06
-7.572e-02,4.02
-7.552e-02,4.06
-7.532e-02,4.02
-7.512e-02,4.06
-7.492e-02,4.02
-7.472e-02,4.02
-7.452e-02,4.1
-7.432e-02,4.1
-7.412e-02,4.1
-7.392e-02,4.14
-7.372e-02,4.22
-7.352e-02,4.18
-7.332e-02,4.22
-7.312e-02,4.22
-7.292e-02,4.26
-7.272e-02,4.26
