Model,MDO34
Firmware Version,1.19.13

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.004
Horizontal Delay,0
Sample Interval,4e-05
Record Length,1000
Gating,0.1% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,1
Vertical Position,0
,
,
,
Label,
TIME,CH1
-1.428e-02,0.96
-1.424e-02,0.92
-1.420e-02,0.96
-1.416e-02,0.96
-1.412e-02,0.92
-1.408e-02,0.96
-1.404e-02,0.92
-1.400e-02,0.92
-1.396e-02,0.96
-1.392e-02,0.92
-1.388e-02,0.96
-1.384e-02,0.96
-1.380e-02,0.96
-1.376e-02,0.96
-1.372e-02,0.96
-1.368e-02,0.96
-1.364e-02,0.96
-1.360e-02,0.96
-1.356e-02,0.96
-1.352e-02,0.92
-1.348e-02,0.92
-1.344e-02,0.96
-1.340e-02,0.96
-1.336e-02,0.92
-1.332e-02,0.92
-1.328e-02,0.92
-1.324e-02,1
-1.320e-02,0.92
-1.316e-02,0.96
-1.312e-02,0.92
-1.308e-02,0.96
-1.304e-02,0.92
-1.300e-02,0.92
-1.296e-02,0.96
-1.292e-02,0.96
-1.288e-02,0.96
-1.284e-02,0.92
-1.280e-02,0.96
-1.276e-02,0.92
-1.272e-02,0.92
-1.268e-02,0.96
-1.264e-02,0.96
-1.260e-02,0.96
-1.256e-02,0.92
-1.252e-02,0.92
-1.248e-02,0.92
-1.244e-02,0.96
-1.240e-02,0.96
-1.236e-02,0.92
-1.232e-02,0.96
-1.228e-02,0.92
-1.224e-02,0.92
-1.220e-02,0.96
-1.216e-02,0.96
-1.212e-02,0.92
-1.208e-02,0.92
-1.204e-02,0.96
-1.200e-02,0.92
-1.196e-02,0.96
-1.192e-02,0.96
-1.188e-02,0.96
-1.184e-02,0.96
-1.180e-02,0.92
-1.176e-02,0.92
-1.172e-02,0.96
-1.168e-02,0.92
-1.164e-02,0.92
-1.160e-02,0.92
-1.156e-02,0.96
-1.152e-02,0.92
-1.148e-02,0.92
-1.144e-02,0.96
-1.140e-02,0.96
-1.136e-02,0.92
-1.132e-02,0.96
-1.128e-02,0.96
-1.124e-02,0.92
-1.120e-02,0.92
-1.116e-02,0.92
-1.112e-02,0.88
-1.108e-02,0.96
-1.104e-02,0.92
-1.100e-02,0.96
-1.096e-02,0.92
-1.092e-02,1
-1.088e-02,0.92
-1.084e-02,0.92
-1.080e-02,0.96
-1.076e-02,0.96
-1.072e-02,0.96
-1.068e-02,0.92
-1.064e-02,0.92
-1.060e-02,0.88
-1.056e-02,0.96
-1.052e-02,0.96
-1.048e-02,0.92
-1.044e-02,0.92
-1.040e-02,0.96
-1.036e-02,0.96
-1.032e-02,0.96
-1.028e-02,0.92
-1.024e-02,0.92
-1.020e-02,0.92
-1.016e-02,0.96
-1.012e-02,0.92
-1.008e-02,0.96
-1.004e-02,0.96
-1.000e-02,0.96
-9.960e-03,0.92
-9.920e-03,0.96
-9.880e-03,0.96
-9.840e-03,0.92
-9.800e-03,0.96
-9.760e-03,0.96
-9.720e-03,0.92
-9.680e-03,0.96
-9.640e-03,0.92
-9.600e-03,0.92
-9.560e-03,0.92
-9.520e-03,0.92
-9.480e-03,0.92
-9.440e-03,0.92
-9.400e-03,0.96
-9.360e-03,0.92
-9.320e-03,0.96
-9.280e-03,0.96
-9.240e-03,0.96
-9.200e-03,0.92
-9.160e-03,0.92
-9.120e-03,1
-9.080e-03,0.96
-9.040e-03,0.96
-9.000e-03,0.92
-8.960e-03,0.96
-8.920e-03,0.92
-8.880e-03,0.92
-8.840e-03,0.92
-8.800e-03,0.96
-8.760e-03,0.96
-8.720e-03,0.92
-8.680e-03,0.96
-8.640e-03,0.96
-8.600e-03,1
-8.560e-03,0.92
-8.520e-03,0.96
-8.480e-03,0.96
-8.440e-03,0.92
-8.400e-03,0.96
-8.360e-03,0.92
-8.320e-03,0.92
-8.280e-03,0.92
-8.240e-03,0.96
-8.200e-03,0.92
-8.160e-03,0.92
-8.120e-03,0.92
-8.080e-03,0.96
-8.040e-03,0.96
-8.000e-03,0.96
-7.960e-03,0.92
-7.920e-03,0.92
-7.880e-03,0.96
-7.840e-03,0.92
-7.800e-03,0.96
-7.760e-03,0.92
-7.720e-03,0.92
-7.680e-03,0.96
-7.640e-03,0.92
-7.600e-03,0.96
-7.560e-03,0.96
-7.520e-03,0.92
-7.480e-03,0.96
-7.440e-03,0.92
-7.400e-03,0.92
-7.360e-03,0.92
-7.320e-03,0.96
-7.280e-03,0.96
-7.240e-03,0.96
-7.200e-03,0.96
-7.160e-03,0.92
-7.120e-03,0.92
-7.080e-03,0.96
-7.040e-03,0.92
-7.000e-03,0.96
-6.960e-03,0.96
-6.920e-03,0.96
-6.880e-03,0.96
-6.840e-03,0.92
-6.800e-03,0.92
-6.760e-03,0.92
-6.720e-03,0.92
-6.680e-03,0.92
-6.640e-03,0.92
-6.600e-03,0.92
-6.560e-03,0.92
-6.520e-03,0.92
-6.480e-03,0.92
-6.440e-03,0.92
-6.400e-03,0.96
-6.360e-03,0.96
-6.320e-03,0.96
-6.280e-03,0.92
-6.240e-03,0.96
-6.200e-03,0.92
-6.160e-03,0.92
-6.120e-03,0.96
-6.080e-03,0.92
-6.040e-03,0.92
-6.000e-03,0.92
-5.960e-03,0.92
-5.920e-03,0.92
-5.880e-03,0.96
-5.840e-03,0.88
-5.800e-03,0.92
-5.760e-03,0.96
-5.720e-03,0.96
-5.680e-03,0.96
-5.640e-03,0.96
-5.600e-03,0.92
-5.560e-03,0.92
-5.520e-03,0.96
-5.480e-03,0.92
-5.440e-03,0.96
-5.400e-03,0.96
-5.360e-03,0.92
-5.320e-03,0.92
-5.280e-03,0.96
-5.240e-03,0.96
-5.200e-03,0.92
-5.160e-03,0.92
-5.120e-03,0.92
-5.080e-03,0.96
-5.040e-03,0.92
-5.000e-03,0.96
-4.960e-03,0.92
-4.920e-03,0.96
-4.880e-03,0.92
-4.840e-03,0.96
-4.800e-03,0.92
-4.760e-03,0.92
-4.720e-03,0.96
-4.680e-03,0.92
-4.640e-03,0.92
-4.600e-03,0.92
-4.560e-03,0.92
-4.520e-03,0.92
-4.480e-03,0.92
-4.440e-03,0.96
-4.400e-03,0.92
-4.360e-03,0.96
-4.320e-03,0.96
-4.280e-03,0.92
-4.240e-03,0.92
-4.200e-03,0.96
-4.160e-03,0.92
-4.120e-03,0.96
-4.080e-03,0.96
-4.040e-03,0.92
-4.000e-03,0.96
-3.960e-03,0.96
-3.920e-03,0.96
-3.880e-03,0.92
-3.840e-03,0.96
-3.800e-03,0.96
-3.760e-03,0.96
-3.720e-03,0.92
-3.680e-03,1
-3.640e-03,0.92
-3.600e-03,0.92
-3.560e-03,0.96
-3.520e-03,0.96
-3.480e-03,0.92
-3.440e-03,0.96
-3.400e-03,0.92
-3.360e-03,0.92
-3.320e-03,0.96
-3.280e-03,0.96
-3.240e-03,0.96
-3.200e-03,0.92
-3.160e-03,0.96
-3.120e-03,0.92
-3.080e-03,0.92
-3.040e-03,0.96
-3.000e-03,0.92
-2.960e-03,0.96
-2.920e-03,0.96
-2.880e-03,0.92
-2.840e-03,0.96
-2.800e-03,0.92
-2.760e-03,0.92
-2.720e-03,0.92
-2.680e-03,0.92
-2.640e-03,0.92
-2.600e-03,0.96
-2.560e-03,0.96
-2.520e-03,0.96
-2.480e-03,0.96
-2.440e-03,0.96
-2.400e-03,0.92
-2.360e-03,0.92
-2.320e-03,0.92
-2.280e-03,0.92
-2.240e-03,0.96
-2.200e-03,0.92
-2.160e-03,0.96
-2.120e-03,0.96
-2.080e-03,0.92
-2.040e-03,0.92
-2.000e-03,0.92
-1.960e-03,0.96
-1.920e-03,0.96
-1.880e-03,0.92
-1.840e-03,0.96
-1.800e-03,0.96
-1.760e-03,0.92
-1.720e-03,0.96
-1.680e-03,0.92
-1.640e-03,0.92
-1.600e-03,0.96
-1.560e-03,0.96
-1.520e-03,0.92
-1.480e-03,0.92
-1.440e-03,0.96
-1.400e-03,0.92
-1.360e-03,0.96
-1.320e-03,0.92
-1.280e-03,0.96
-1.240e-03,0.96
-1.200e-03,0.92
-1.160e-03,0.92
-1.120e-03,0.92
-1.080e-03,0.92
-1.040e-03,0.92
-1.000e-03,0.92
-9.600e-04,0.92
-9.200e-04,0.92
-8.800e-04,0.96
-8.400e-04,0.96
-8.000e-04,0.96
-7.600e-04,0.96
-7.200e-04,0.92
-6.800e-04,0.92
-6.400e-04,0.96
-6.000e-04,0.96
-5.600e-04,0.92
-5.200e-04,0.96
-4.800e-04,0.92
-4.400e-04,0.96
-4.000e-04,0.96
-3.600e-04,0.96
-3.200e-04,0.92
-2.800e-04,0.92
-2.400e-04,0.92
-2.000e-04,0.92
-1.600e-04,0.96
-1.200e-04,0.96
-8.000e-05,0.96
-4.000e-05,0.92
-0.000e+00,0.96
4.000e-05,0.96
8.000e-05,0.92
1.200e-04,0.92
1.600e-04,0.92
2.000e-04,0.96
2.400e-04,0.92
2.800e-04,0.92
3.200e-04,0.92
3.600e-04,0.96
4.000e-04,0.96
4.400e-04,0.96
4.800e-04,0.88
5.200e-04,0.96
5.600e-04,0.96
6.000e-04,0.92
6.400e-04,0.92
6.800e-04,0.96
7.200e-04,0.96
7.600e-04,0.96
8.000e-04,0.96
8.400e-04,0.96
8.800e-04,0.96
9.200e-04,0.96
9.600e-04,0.96
1.000e-03,0.96
1.040e-03,0.92
1.080e-03,0.96
1.120e-03,0.92
1.160e-03,0.96
1.200e-03,0.92
1.240e-03,0.96
1.280e-03,0.96
1.320e-03,0.96
1.360e-03,0.96
1.400e-03,0.96
1.440e-03,0.96
1.480e-03,0.96
1.520e-03,0.92
1.560e-03,0.92
1.600e-03,1
1.640e-03,0.96
1.680e-03,0.92
1.720e-03,0.96
1.760e-03,0.96
1.800e-03,0.96
1.840e-03,0.96
1.880e-03,0.96
1.920e-03,0.92
1.960e-03,0.92
2.000e-03,0.96
2.040e-03,0.92
2.080e-03,0.92
2.120e-03,0.96
2.160e-03,0.92
2.200e-03,0.92
2.240e-03,0.92
2.280e-03,0.92
2.320e-03,0.96
2.360e-03,0.96
2.400e-03,0.96
2.440e-03,0.92
2.480e-03,0.96
2.520e-03,0.92
2.560e-03,0.96
2.600e-03,0.96
2.640e-03,0.92
2.680e-03,0.96
2.720e-03,0.96
2.760e-03,0.88
2.800e-03,0.96
2.840e-03,0.96
2.880e-03,0.92
2.920e-03,0.96
2.960e-03,0.96
3.000e-03,0.96
3.040e-03,0.96
3.080e-03,0.96
3.120e-03,0.92
3.160e-03,0.92
3.200e-03,0.92
3.240e-03,0.92
3.280e-03,0.92
3.320e-03,0.96
3.360e-03,0.92
3.400e-03,0.96
3.440e-03,0.92
3.480e-03,1
3.520e-03,0.92
3.560e-03,0.96
3.600e-03,0.92
3.640e-03,0.88
3.680e-03,0.92
3.720e-03,0.92
3.760e-03,0.96
3.800e-03,0.96
3.840e-03,0.92
3.880e-03,0.92
3.920e-03,0.96
3.960e-03,0.96
4.000e-03,0.96
4.040e-03,0.92
4.080e-03,0.92
4.120e-03,0.96
4.160e-03,0.92
4.200e-03,0.92
4.240e-03,0.96
4.280e-03,0.88
4.320e-03,0.96
4.360e-03,0.96
4.400e-03,0.96
4.440e-03,0.96
4.480e-03,0.96
4.520e-03,0.96
4.560e-03,0.96
4.600e-03,0.96
4.640e-03,0.96
4.680e-03,0.96
4.720e-03,0.92
4.760e-03,0.96
4.800e-03,0.96
4.840e-03,0.96
4.880e-03,0.96
4.920e-03,0.96
4.960e-03,0.92
5.000e-03,0.96
5.040e-03,0.96
5.080e-03,0.96
5.120e-03,0.96
5.160e-03,0.92
5.200e-03,0.96
5.240e-03,0.96
5.280e-03,0.96
5.320e-03,0.92
5.360e-03,0.96
5.400e-03,0.92
5.440e-03,0.96
5.480e-03,0.96
5.520e-03,0.92
5.560e-03,0.92
5.600e-03,0.92
5.640e-03,0.96
5.680e-03,0.96
5.720e-03,1
5.760e-03,0.96
5.800e-03,0.96
5.840e-03,0.92
5.880e-03,0.92
5.920e-03,0.96
5.960e-03,0.96
6.000e-03,0.96
6.040e-03,0.96
6.080e-03,0.92
6.120e-03,0.96
6.160e-03,0.92
6.200e-03,0.92
6.240e-03,0.96
6.280e-03,0.96
6.320e-03,0.96
6.360e-03,0.92
6.400e-03,0.96
6.440e-03,0.92
6.480e-03,0.96
6.520e-03,0.92
6.560e-03,0.92
6.600e-03,0.92
6.640e-03,0.96
6.680e-03,0.96
6.720e-03,0.96
6.760e-03,0.96
6.800e-03,0.96
6.840e-03,0.92
6.880e-03,0.96
6.920e-03,0.96
6.960e-03,0.92
7.000e-03,0.96
7.040e-03,0.96
7.080e-03,0.96
7.120e-03,0.96
7.160e-03,0.92
7.200e-03,0.88
7.240e-03,0.92
7.280e-03,0.96
7.320e-03,0.92
7.360e-03,0.92
7.400e-03,0.92
7.440e-03,0.96
7.480e-03,0.96
7.520e-03,0.96
7.560e-03,0.96
7.600e-03,0.92
7.640e-03,0.96
7.680e-03,0.92
7.720e-03,0.96
7.760e-03,0.92
7.800e-03,0.92
7.840e-03,0.96
7.880e-03,0.92
7.920e-03,0.92
7.960e-03,0.92
8.000e-03,0.96
8.040e-03,0.92
8.080e-03,0.96
8.120e-03,0.96
8.160e-03,0.96
8.200e-03,0.96
8.240e-03,0.88
8.280e-03,0.96
8.320e-03,0.96
8.360e-03,0.96
8.400e-03,0.96
8.440e-03,0.96
8.480e-03,0.96
8.520e-03,0.92
8.560e-03,0.96
8.600e-03,0.92
8.640e-03,0.92
8.680e-03,0.92
8.720e-03,0.96
8.760e-03,0.96
8.800e-03,0.92
8.840e-03,0.92
8.880e-03,0.92
8.920e-03,0.92
8.960e-03,0.96
9.000e-03,1
9.040e-03,0.96
9.080e-03,0.96
9.120e-03,0.96
9.160e-03,0.96
9.200e-03,0.92
9.240e-03,0.96
9.280e-03,0.96
9.320e-03,0.92
9.360e-03,0.92
9.400e-03,0.92
9.440e-03,0.96
9.480e-03,0.92
9.520e-03,0.96
9.560e-03,0.96
9.600e-03,0.96
9.640e-03,0.96
9.680e-03,0.96
9.720e-03,0.96
9.760e-03,0.96
9.800e-03,0.96
9.840e-03,0.92
9.880e-03,0.96
9.920e-03,0.96
9.960e-03,0.92
1.000e-02,0.92
1.004e-02,0.92
1.008e-02,0.92
1.012e-02,0.92
1.016e-02,0.92
1.020e-02,0.92
1.024e-02,0.92
1.028e-02,0.96
1.032e-02,0.92
1.036e-02,0.96
1.040e-02,0.92
1.044e-02,0.96
1.048e-02,0.92
1.052e-02,0.92
1.056e-02,0.92
1.060e-02,0.96
1.064e-02,0.96
1.068e-02,0.92
1.072e-02,0.92
1.076e-02,0.92
1.080e-02,0.96
1.084e-02,0.96
1.088e-02,0.96
1.092e-02,0.96
1.096e-02,0.92
1.100e-02,0.96
1.104e-02,0.92
1.108e-02,0.92
1.112e-02,0.96
1.116e-02,0.96
1.120e-02,0.92
1.124e-02,0.96
1.128e-02,0.92
1.132e-02,0.92
1.136e-02,0.92
1.140e-02,0.96
1.144e-02,0.92
1.148e-02,0.96
1.152e-02,0.92
1.156e-02,0.96
1.160e-02,0.92
1.164e-02,0.88
1.168e-02,0.96
1.172e-02,0.96
1.176e-02,1
1.180e-02,0.96
1.184e-02,0.96
1.188e-02,0.96
1.192e-02,0.92
1.196e-02,0.96
1.200e-02,0.92
1.204e-02,0.96
1.208e-02,0.96
1.212e-02,0.96
1.216e-02,0.96
1.220e-02,0.96
1.224e-02,0.92
1.228e-02,0.92
1.232e-02,0.92
1.236e-02,0.96
1.240e-02,0.96
1.244e-02,0.96
1.248e-02,0.96
1.252e-02,0.92
1.256e-02,0.96
1.260e-02,0.92
1.264e-02,0.96
1.268e-02,0.96
1.272e-02,0.92
1.276e-02,0.92
1.280e-02,0.92
1.284e-02,0.96
1.288e-02,0.92
1.292e-02,0.96
1.296e-02,0.96
1.300e-02,0.96
1.304e-02,0.96
1.308e-02,0.92
1.312e-02,0.92
1.316e-02,0.96
1.320e-02,0.92
1.324e-02,0.92
1.328e-02,0.96
1.332e-02,0.92
1.336e-02,0.96
1.340e-02,0.92
1.344e-02,0.96
1.348e-02,0.92
1.352e-02,0.96
1.356e-02,0.96
1.360e-02,0.96
1.364e-02,0.92
1.368e-02,0.96
1.372e-02,0.96
1.376e-02,0.96
1.380e-02,0.96
1.384e-02,0.96
1.388e-02,0.96
1.392e-02,0.96
1.396e-02,0.92
1.400e-02,1
1.404e-02,0.96
1.408e-02,0.92
1.412e-02,0.96
1.416e-02,0.96
1.420e-02,0.92
1.424e-02,0.96
1.428e-02,0.96
1.432e-02,0.96
1.436e-02,0.96
1.440e-02,0.92
1.444e-02,0.96
1.448e-02,0.96
1.452e-02,0.96
1.456e-02,0.88
1.460e-02,0.96
1.464e-02,0.92
1.468e-02,0.92
1.472e-02,0.96
1.476e-02,0.96
1.480e-02,0.96
1.484e-02,0.92
1.488e-02,0.92
1.492e-02,0.92
1.496e-02,0.96
1.500e-02,0.96
1.504e-02,0.96
1.508e-02,0.92
1.512e-02,0.92
1.516e-02,0.96
1.520e-02,0.96
1.524e-02,0.92
1.528e-02,0.88
1.532e-02,0.96
1.536e-02,0.92
1.540e-02,0.92
1.544e-02,0.92
1.548e-02,0.92
1.552e-02,0.96
1.556e-02,0.92
1.560e-02,0.96
1.564e-02,0.92
1.568e-02,0.92
1.572e-02,0.92
1.576e-02,0.96
1.580e-02,0.96
1.584e-02,0.92
1.588e-02,0.92
1.592e-02,0.92
1.596e-02,0.96
1.600e-02,0.96
1.604e-02,0.96
1.608e-02,0.96
1.612e-02,0.92
1.616e-02,0.92
1.620e-02,0.92
1.624e-02,0.92
1.628e-02,0.96
1.632e-02,0.96
1.636e-02,0.96
1.640e-02,0.92
1.644e-02,0.92
1.648e-02,0.92
1.652e-02,0.92
1.656e-02,0.92
1.660e-02,0.96
1.664e-02,0.96
1.668e-02,0.92
1.672e-02,0.92
1.676e-02,0.96
1.680e-02,0.92
1.684e-02,0.96
1.688e-02,0.96
1.692e-02,0.92
1.696e-02,0.92
1.700e-02,0.96
1.704e-02,0.96
1.708e-02,0.92
1.712e-02,0.92
1.716e-02,1
1.720e-02,0.96
1.724e-02,0.96
1.728e-02,0.92
1.732e-02,0.96
1.736e-02,0.92
1.740e-02,0.92
1.744e-02,0.92
1.748e-02,0.92
1.752e-02,0.92
1.756e-02,0.92
1.760e-02,0.92
1.764e-02,0.96
1.768e-02,0.92
1.772e-02,0.92
1.776e-02,0.92
1.780e-02,0.96
1.784e-02,0.92
1.788e-02,0.92
1.792e-02,0.92
1.796e-02,0.96
1.800e-02,0.92
1.804e-02,0.92
1.808e-02,0.96
1.812e-02,0.96
1.816e-02,0.92
1.820e-02,0.92
1.824e-02,0.92
1.828e-02,0.92
1.832e-02,0.92
1.836e-02,0.96
1.840e-02,0.92
1.844e-02,0.96
1.848e-02,0.92
1.852e-02,0.92
1.856e-02,0.92
1.860e-02,0.96
1.864e-02,0.96
1.868e-02,0.96
1.872e-02,0.96
1.876e-02,0.92
1.880e-02,0.96
1.884e-02,0.92
1.888e-02,0.96
1.892e-02,1
1.896e-02,0.92
1.900e-02,0.96
1.904e-02,0.96
1.908e-02,0.96
1.912e-02,0.96
1.916e-02,0.96
1.920e-02,0.96
1.924e-02,0.92
1.928e-02,0.96
1.932e-02,0.92
1.936e-02,0.96
1.940e-02,0.92
1.944e-02,0.96
1.948e-02,0.96
1.952e-02,0.92
1.956e-02,0.96
1.960e-02,0.96
1.964e-02,0.96
1.968e-02,0.96
1.972e-02,0.92
1.976e-02,0.92
1.980e-02,0.96
1.984e-02,0.96
1.988e-02,0.96
1.992e-02,0.92
1.996e-02,0.96

